run,duration_s
foyer_hz1,10.0
foyer_hz1,10.0
foyer_hz1,10.0
foyer_hz1,10.0
foyer_hz1,10.1
foyer_hz1,10.1
foyer_hz1,10.1
foyer_hz1,10.1
foyer_hz1,10.1
foyer_hz1,15.0
foyer_hz1,15.0
foyer_hz1,15.0
foyer_hz1,15.0
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,15.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.1
foyer_hz1,20.2
foyer_hz1,20.5
foyer_hz1,25.1
foyer_hz1,25.1
foyer_hz1,25.8
foyer_hz1,30.1
foyer_hz1,30.1
foyer_hz1,35.1
foyer_hz1,40.2
foyer_hz1,60.2
foyer_hz1,65.3
foyer_hz1,70.3
foyer_hz1,115.5
foyer_hz1,140.6
foyer_hz1,150.6
foyer_hz1,195.8
foyer_hz1,376.1
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.0
foyer_hz2,10.1
foyer_hz2,10.1
foyer_hz2,10.1
foyer_hz2,10.1
foyer_hz2,10.1
foyer_hz2,10.1
foyer_hz2,10.2
foyer_hz2,10.2
foyer_hz2,10.2
foyer_hz2,10.3
foyer_hz2,10.3
foyer_hz2,10.3
foyer_hz2,10.3
foyer_hz2,10.3
foyer_hz2,10.4
foyer_hz2,10.5
foyer_hz2,10.5
foyer_hz2,10.6
foyer_hz2,10.6
foyer_hz2,10.7
foyer_hz2,10.7
foyer_hz2,10.9
foyer_hz2,10.9
foyer_hz2,11.3
foyer_hz2,11.4
foyer_hz2,15.0
foyer_hz2,15.0
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.1
foyer_hz2,15.2
foyer_hz2,15.2
foyer_hz2,15.4
foyer_hz2,15.4
foyer_hz2,15.5
foyer_hz2,15.8
foyer_hz2,16.0
foyer_hz2,16.1
foyer_hz2,16.1
foyer_hz2,16.4
foyer_hz2,16.5
foyer_hz2,20.1
foyer_hz2,20.1
foyer_hz2,20.1
foyer_hz2,20.1
foyer_hz2,20.1
foyer_hz2,20.1
foyer_hz2,20.1
foyer_hz2,20.1
foyer_hz2,20.1
foyer_hz2,20.1
foyer_hz2,20.1
foyer_hz2,20.1
foyer_hz2,20.1
foyer_hz2,20.5
foyer_hz2,20.5
foyer_hz2,20.5
foyer_hz2,20.9
foyer_hz2,21.2
foyer_hz2,21.8
foyer_hz2,25.1
foyer_hz2,25.1
foyer_hz2,25.1
foyer_hz2,25.1
foyer_hz2,25.1
foyer_hz2,25.1
foyer_hz2,25.1
foyer_hz2,25.1
foyer_hz2,25.1
foyer_hz2,25.6
foyer_hz2,35.8
foyer_hz2,50.2
foyer_hz2,50.3
foyer_hz2,90.4
foyer_hz2,110.4
foyer_hz2,115.4
foyer_hz2,187.0
foyer_hz2,200.8
foyer_hz2,371.8
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.0
foyer_hz0,10.1
foyer_hz0,10.1
foyer_hz0,10.1
foyer_hz0,10.1
foyer_hz0,10.1
foyer_hz0,10.2
foyer_hz0,10.2
foyer_hz0,10.3
foyer_hz0,10.3
foyer_hz0,10.3
foyer_hz0,10.4
foyer_hz0,10.5
foyer_hz0,10.5
foyer_hz0,10.7
foyer_hz0,10.8
foyer_hz0,10.9
foyer_hz0,11.0
foyer_hz0,11.0
foyer_hz0,11.0
foyer_hz0,11.1
foyer_hz0,11.2
foyer_hz0,15.1
foyer_hz0,15.1
foyer_hz0,15.1
foyer_hz0,15.1
foyer_hz0,15.1
foyer_hz0,15.1
foyer_hz0,15.1
foyer_hz0,15.1
foyer_hz0,15.1
foyer_hz0,15.1
foyer_hz0,15.1
foyer_hz0,15.1
foyer_hz0,15.1
foyer_hz0,15.2
foyer_hz0,15.4
foyer_hz0,15.5
foyer_hz0,15.6
foyer_hz0,15.8
foyer_hz0,15.9
foyer_hz0,16.7
foyer_hz0,16.9
foyer_hz0,20.1
foyer_hz0,20.1
foyer_hz0,20.1
foyer_hz0,20.7
foyer_hz0,20.8
foyer_hz0,21.0
foyer_hz0,21.2
foyer_hz0,21.4
foyer_hz0,21.8
foyer_hz0,25.1
foyer_hz0,25.1
foyer_hz0,26.4
foyer_hz0,27.1
foyer_hz0,30.1
foyer_hz0,30.1
foyer_hz0,35.1
foyer_hz0,36.1
foyer_hz0,60.2
foyer_hz0,105.4
foyer_hz0,111.7
foyer_hz0,135.6
foyer_hz0,151.3
foyer_hz0,170.7
foyer_hz0,190.8
foyer_hz0,210.9
foyer_hz0,220.9
foyer_hz0,256.0
foyer_hz0,376.5
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.0
foyer_bres,10.1
foyer_bres,10.1
foyer_bres,10.2
foyer_bres,10.2
foyer_bres,10.2
foyer_bres,10.2
foyer_bres,10.2
foyer_bres,10.3
foyer_bres,10.3
foyer_bres,10.4
foyer_bres,10.4
foyer_bres,10.4
foyer_bres,10.4
foyer_bres,10.4
foyer_bres,10.4
foyer_bres,10.4
foyer_bres,10.5
foyer_bres,10.5
foyer_bres,10.6
foyer_bres,10.6
foyer_bres,10.6
foyer_bres,10.7
foyer_bres,10.7
foyer_bres,10.7
foyer_bres,10.7
foyer_bres,10.8
foyer_bres,10.9
foyer_bres,11.0
foyer_bres,11.0
foyer_bres,11.0
foyer_bres,11.0
foyer_bres,11.0
foyer_bres,11.2
foyer_bres,11.2
foyer_bres,11.3
foyer_bres,11.3
foyer_bres,15.0
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.1
foyer_bres,15.3
foyer_bres,15.3
foyer_bres,15.3
foyer_bres,15.3
foyer_bres,15.4
foyer_bres,15.5
foyer_bres,15.5
foyer_bres,15.6
foyer_bres,15.7
foyer_bres,15.7
foyer_bres,15.8
foyer_bres,16.7
foyer_bres,20.1
foyer_bres,20.1
foyer_bres,20.1
foyer_bres,20.1
foyer_bres,20.1
foyer_bres,20.1
foyer_bres,20.1
foyer_bres,20.1
foyer_bres,20.2
foyer_bres,20.8
foyer_bres,21.4
foyer_bres,25.1
foyer_bres,25.1
foyer_bres,25.1
foyer_bres,25.3
foyer_bres,25.5
foyer_bres,25.9
foyer_bres,26.5
foyer_bres,31.0
foyer_bres,35.2
foyer_bres,40.2
foyer_bres,45.2
foyer_bres,45.2
foyer_bres,70.3
foyer_bres,110.4
foyer_bres,140.6
foyer_bres,376.5
