ts,sglang:token_usage,sglang:full_token_usage,sglang:cache_hit_rate,sglang:num_running_reqs,sglang:num_queue_reqs,sglang:num_retracted_reqs,sglang:max_total_num_tokens,sglang:num_used_tokens,sglang:new_token_ratio,sglang:generation_tokens_total,sglang:cached_tokens_total,sglang:evicted_tokens_total,sglang:prompt_tokens_total,ttft_p50,ttft_p90,ttft_p99,e2e_p50,e2e_p90,e2e_p99,itl_p50,itl_p90,itl_p99
1788998701.771,0.8684734600520546,0.8684734600520546,0.0,3.0,19.0,0.0,101432.0,88091.0,0.098,14260.0,512.0,1216145.0,1212641.0,,,,,,,,,
1788998706.791,0.7676965849041723,0.7676965849041723,0.0,3.0,18.0,0.0,101432.0,77869.0,0.098,14265.0,512.0,1232944.0,1239675.0,,,,,,,,,
1788998711.813,0.9409752346399558,0.9409752346399558,0.0,3.0,19.0,0.0,101432.0,95445.0,0.098,14265.0,512.0,1249328.0,1239675.0,,,,,,,,,
1788998716.835,0.7923830743749507,0.7923830743749507,0.0,3.0,19.0,0.0,101432.0,80373.0,0.098,14416.0,512.0,1256815.0,1261347.0,,,,,,,,,
1788998721.853,0.7183236059626154,0.7183236059626154,0.0,3.0,19.0,0.0,101432.0,72861.0,0.098,14630.0,512.0,1271151.0,1282816.0,,,,,,,,,
1788998726.874,0.8887629150563925,0.8887629150563925,0.0,3.0,20.0,0.0,101432.0,90149.0,0.098,14630.0,512.0,1286690.0,1282816.0,,,,,,,,,
1788998731.893,0.8419729473933275,0.8419729473933275,0.0,3.0,19.0,0.0,101432.0,85403.0,0.098,14962.0,512.0,1305943.0,1305833.0,,,,,,,,,
1788998736.913,0.8533796040697216,0.8533796040697216,0.0,4.0,20.0,0.0,101432.0,86560.0,0.098,14962.0,512.0,1305943.0,1305833.0,,,,,,,,,
1788998741.932,0.8480361227226122,0.8480361227226122,0.0,3.0,20.0,0.0,101432.0,86018.0,0.098,15166.0,512.0,1327216.0,1324854.0,,,,,,,,,
1788998746.952,0.787640981149933,0.787640981149933,0.0,3.0,19.0,0.0,101432.0,79892.0,0.098,15447.0,512.0,1342733.0,1346234.0,,,,,,,,,
1788998751.973,0.9491679154507453,0.9491679154507453,0.0,3.0,20.0,0.0,101432.0,96276.0,0.098,15447.0,512.0,1359117.0,1346234.0,,,,,,,,,
1788998756.993,0.978044404132818,0.978044404132818,0.0,4.0,20.0,0.0,101432.0,99205.0,0.098,15447.0,512.0,1359117.0,1346234.0,,,,,,,,,
1788998762.014,0.7063155611641296,0.7063155611641296,0.0,2.0,20.0,0.0,101432.0,71643.0,0.098,16240.0,512.0,1372665.0,1383774.0,,,,,,,,,
1788998767.034,0.8678424954649421,0.8678424954649421,0.0,2.0,21.0,0.0,101432.0,88027.0,0.098,16240.0,512.0,1389258.0,1383774.0,,,,,,,,,
